filer_name	ID	filer_description
Niemeyer, Robert|Bob Niemeyer Campaign	17537	Governor|Republican
No Pot Ontario	18252	Miscellaneous
Northwest Ideas PAC	18348	Miscellaneous
O'Donnell, Frank|Frank O'Donnell for Oregon City Commissioner	18344	City Commissioner, City of Oregon City, Position 3|Nonpartisan
"O'Neill, William ""Skip""|VoteSkipONeill"	18108	City Councilor, City of Lake Oswego|Nonpartisan
Olson, Richard|Olson4Yamhillcounty	17881	County Commissioner, Yamhill County, Position 2|Nonpartisan
Oregon ABPA	17274	Miscellaneous
Oregon Citizens for Government	17925	Miscellaneous
Oregon SolarPAC	17997	Miscellaneous
Oregon State Chamber of Commerce PAC	17474	Miscellaneous
Oregonians for Food & Shelter PAC	17654	Miscellaneous
Oregonians For Medical Freedom	17302	Miscellaneous
Paasch, Christopher|Chris Paasch	18014	County Commissioner, Curry County, Position 1|Nonpartisan
Palenshus, Juliete|Friends of Juliete Palenshus	18316	City Councilor, City of Roseburg, Ward 3 - Position 2|Nonpartisan
Parker, Brian|Brian Parker for EPUD	18345	Director, Emerald People's Utility District, Subdivision 4|Nonpartisan
Peterson, Shaena|Shaena Peterson for County Commissioner	17758	County Commissioner, Tillamook County, Position 2|Nonpartisan
Phillip-Robbins, Roberta|Roberta for Oregon	17607	State Representative, 43rd District|Democrat
Philomath Citizens for Prosperity and Stability	18225	Measure|Supports Measure 2-102 - 2016
Pierce, William|Bud Pierce for a Better Oregon	17397	Governor|Republican
Pointer, Troy|Committee to Elect Troy Pointer Union County Comissioner	17579	County Commissioner, Union County, Position 3|Nonpartisan
Portulano, Vincent|Friends of Vincent Portulano	17871	State Representative, 7th District|Democrat
Potwora, Joseph|Joe Potwora for District 11	17908	State Representative, 11th District|Republican
Power, Karin|Friends of Karin Power	17862	State Representative, 41st District|Democrat
Prawitz, Brian|Brian Prawitz Ward 3	18255	City Councilor, City of Roseburg, Ward 3 - Position 2|Nonpartisan
Progressive Salem	17240	Miscellaneous
Purcell, Jennifer|Committee to Elect Jennifer Purcell	17708	County Commissioner, Tillamook County, Position 2|Nonpartisan
Rader, Mel|Mel for Multnomah	17695	County Commissioner, Multnomah County, District 1|Nonpartisan
Radios for First Responders	17753	Measure|Supports Measure 3-476 - 2016
Reese, Mike|Friends of Mike Reese	18130	County Sheriff, Multnomah County|Nonpartisan
Renew Replace Renovate	18254	Measure|Supports Measure 5-263 - 2016
Reschke, E Werner|Werner for Oregon	17892	State Representative, 56th District|Republican
Rice, Joseph|Joseph Rice 2016	17973	County Commissioner, Josephine County, Position 2|Nonpartisan
River PAC	17540	Miscellaneous
Rodgers, Douglas|Friends of Doug Rodgers	17848	State Representative, 21st District|Republican
Rowley, Martin|Elect Martin Rowley Sheriff	17721	County Sheriff, Klamath County|Nonpartisan
Ryan, Casey|Friends of Casey Ryan	18194	Mayor, City of Troutdale|Nonpartisan
Sanchez, Tawna|Tawna Sanchez for Oregon	17625	State Representative, 43rd District|Democrat
Save Endangered Animals Oregon	18135	Measure
Save Our Streets	18190	Measure|Supports Measure 6-161 - 2016|Supports Measure 6-160 - 2016
Schaefer, Thomas|Committee to Elect Tom Schaefer	17867	County Judge, Harney County|Nonpartisan
schwartz, robert|Friends of Robert Schwartz	18043	State Senator, 6th District|Republican
Scrutton, James|Friends of James Scrutton	18233	City Councilor, City of Lincoln City, Ward II|Nonpartisan
Simms, Megan|Megan Simms for Coos County Treasurer	17740	County Treasurer, Coos County|Nonpartisan
Skov, Joshua|Friends of Joshua Skov	17487	City Councilor, City of Eugene, Ward 1|Nonpartisan
Smith, Dennis|Committee to Elect C W Smith	17992	State Senator, 28th District|Republican
Smith, Ron|Citizens to Elect Ron Smith For Commissioner	17566	County Commissioner, Josephine County, Position 1|Nonpartisan
Snider, Jason|Citizens to Elect Jason Snider	18142	City Councilor, City of Tigard, At-Large|Nonpartisan
Snow Potter, Brenda|Committee to Elect Brenda Snow Potter for Wheeler County Clerk	17993	County Clerk, Wheeler County|Nonpartisan
Sollman, Janeen|Friends of Janeen Sollman	17890	State Representative, 30th District|Democrat
Spoon, Sarah|Sarah for America	18110	City Councilor, City of Canby, At Large|Nonpartisan
stahl, suzanne|Elect Sue Stahl	17684	City Commissioner, City of Portland, Position 4|Nonpartisan
Statements for Liberty	17296	Miscellaneous
Stauffer, David|Dave Stauffer For Governor Committee	17896	Governor|Republican
Stoehr, Leonard|Leonard for Springfield	17809	City Councilor, City of Springfield, Ward 4|Nonpartisan
Stubbs, James|Committee to elect Stubbs for an Independent Voice	17688	State Representative, 42nd District|Independent
Studenberg, Phil|Committee to Elect Phil Studenberg	18213	City Councilor, City of Klamath Falls, Ward 1|Nonpartisan
Sullivan, Kathleen|Kathleen4Clatsop	17954	County Commissioner, Clatsop County, District 4|Nonpartisan
Support Gaston Schools	17627	Measure|Supports Measure 34-246 - 2016
Sustainable Fisheries PAC	17348	Miscellaneous
Sykes, Michael|Mike Sykes Ward 1	18197	City Councilor, City of Albany, Ward I - B|Nonpartisan
Tardif, Alexander|Committee to Elect Alex Tardif	17764	County Commissioner, Columbia County, Position 3|Nonpartisan
Taylor, David|David For Oregon	17462	State Representative, 30th District|Independent
Tucker, Mary|Committee to Elect Mary M. Tucker	17975	State Representative, 8th District|Republican
Turner, Raymond|Committee to elect Ray Turner Mayor	18105	Mayor, City of Lakeview|Nonpartisan
Umpqua Cannabis Action	18251	Miscellaneous
Unite For Junction City Schools	17972	Measure|Supports Measure 20-242 - 2016
United Voice LO	17391	Miscellaneous
Unlock Oregon Political Action Committee	17441	Miscellaneous
VanOrder, Christine|Friends of Christine VanOrder	17526	State Representative, 40th District|Nonaffiliated
Vernonia Schools Bond Committee	18129	Measure|Supports Measure 5-265 - 2017
Vincent, Seth|SethforSutherlin	18285	City Councilor, City of Sutherlin|Nonpartisan
Vinis, Lucy|Lucy Vinis for Mayor	17466	Mayor, City of Eugene|Nonpartisan
Vote Yes on 24-404 & 24-405 PAC	18313	Measure|Supports Measure 24-404 - 2016|Supports Measure 24-405 - 2016
Voting for a Stronger Gladstone	18177	Miscellaneous
Wallan, Kimberly|Friends of Kim Wallan	18284	State Representative, 6th District|Republican
Ward, Nancy|Nancy Ward 4 CRPUD	18298	Director, Columbia River PUD, Subdivision 1|Nonpartisan
We the People PAC	16394	Miscellaneous
West, Ben|Ben West for Oregon	18141	City Councilor, City of Wilsonville|Nonpartisan
White, Glenn|Friends of Glenn T White	18104	City Councilor, City of Troutdale, Position Four|Nonpartisan
White, Micah|Micah White	18324	Mayor, City of Nehalem|Nonpartisan
Widmark, David|Friends of David Widmark	18200	City Councilor, City of Gresham, Position 5|Nonpartisan
Wingard, Matt|Friends of Matt Wingard	17884	State Representative, 26th District|Republican
Woltjer, Ronald|Committee to Elect Ronald Woltjer Circuit Court Judge	17761	Judge of the Circuit Court, 18th District, Position 2|Nonpartisan
Work Together West Linn	17990	Miscellaneous
Yes 4 Corbett Kids	17980	Measure|Supports Measure 26-171 - 2016
Yes for Bend Roads	17675	Measure|Supports Measure 9-105 - 2016
Yes for Clean Water and Healthy Soil	18120	Measure|Supports Measure 34-269 - 2016
Yes for Healthcare	18180	Measure|Supports Measure 15-154 - 2016
Yes for Sherwood Schools	18185	Measure|Supports Measure 34-254 - 2016
YES on Rural Economies	17911	Measure
Zimmerman, Eric|Friends of Eric Zimmerman	17629	County Commissioner, Multnomah County, District 1|Nonpartisan
Akers, Monte|Hillsboro Citizens For Monte Akers	18738	Director, Hillsboro School District, Position 3|Nonpartisan
Al-AbdRabbuh, Sami|Sami For Oregon	17824	Director, Corbett School District, Position 1|Nonpartisan
Alyajouri, Mohamed|Friends of Mohamed Alyajouri	18513	Director, Portland Community College, Zone 6|Nonpartisan
Anthes-Washburn, Matthew|Friends of Matt A-W	18544	Director, Beaverton School District, Zone 7|Nonpartisan
Arzate, Jessica|Friends of Jessica Arzate	18518	Director, Multnomah Education Service District, Position 4, Mid-County Zone|Nonpartisan
Back the Bond - Phoenix Talent Schools	18749	Measure|Supports Measure 15-171 - 2017
Bafaro, Brad|Bafaro for Forest Grove School Board	18619	Director, Forest Grove School District, Position 1|Nonpartisan
Baker, Jonathan|Friends of Jonathan Baker	18557	Director, Salem-Keizer School District, Zone 3|Nonpartisan
Ballard-Beach, Jodi|Jodi Ballard-Beach for Oregon	18463	Director, Multnomah Education Service District, Position 4, Mid-County Zone|Nonpartisan
Banks Fire Department Political Action Committee	18818	Measure|Supports Measure 34-279 - 2017
Bateman, Mark|Friends of Mark Bateman	18465	Director, Salem-Keizer School District, Zone 1|Nonpartisan
Berschauer, Lindsay|Berschauer for Newberg Rural Fire Board	18526	Director, Newberg Rural Fire Protection District, At-Large|Nonpartisan
Better Schools For North Powder	18483	Measure|Supports Measure 31-94 - 2017
Bishoff, Erik|Elect Erik Bishoff	18631	Director, Springfield School District #19, Position 5|Nonpartisan
Bledsoe, Adam|Adam Bledsoe for Bend Park and Rec	18578	Director, Bend Metro Park & Recreation District, Position 5|Nonpartisan
Boehme, Laura|Laura Boehme for Parks	18629	Director, Bend Metro Park & Recreation District, Position 4|Nonpartisan
Bravo, Valdez|Friends of Valdez	18459	Director, Portland Community College, Zone 5|Nonpartisan
Brim-Edwards, Julia|Julia for Portland School Board	18522	Director, Portland School District, Zone 6|Nonpartisan
Chisum, Angela|Angela for kids	18575	Director, Bend-LaPine School District, Position 1|Nonpartisan
Christian, Angela|ANGELA B CHRISTIAN	18623	Commissioner, Port of Brookings Harbor, Position 5|Nonpartisan
Committee in support of no second hand smoke	18815	Measure|Supports Measure 29-151 - 2017
Committee to Renew Our Library	18720	Measure|Supports Measure 24-423 - 2017
Coos Bay Best Bond Political Action Committee	18468	Measure|Supports Measure 6-166 - 2017
Cost Effective Public Education	18552	Measure|Opposes Measure 22-165 - 2017
Culbertson, Kimberly|Friends of Kimberly Culbertson	18678	County Commissioner, Washington County, District 4|Nonpartisan
Currin-Smith, Kevin|Kevin Currin-Smith for Hillsboro Schools	18446	Director, Hillsboro School District, Position 6|Nonpartisan
Davis, Andrew|Andy Davis For Astoria School Board	18628	Director, Astoria School District #1C, Position 4|Nonpartisan
Davis, April|Friends of April Davis	18481	Director, Hillsboro School District, Position 1|Nonpartisan
del Rocio, Ana|Friends of Ana del Rocio	18409	Director, David Douglas School District #40, Position 1|Nonpartisan
DeVaney, Jacqueline|Jacqueline Devaney for Clatsop Health	18538	Director, Clatsop Care Center Health District, Position 3|Nonpartisan
DOUGLAS COUNTY HOME RULE CHARTER INITIATIVE	18750	Measure|Supports Measure 10-159 - 2017
Douglass, Carrie|Carrie Douglass for Bend-La Pine School Board	18498	Director, Bend-LaPine School District, Position 7|Nonpartisan
Dugan, Jason|Friends of Jason Dugan	18610	Director, Gresham-Barlow School District #10, Position 5, Zone 4|Nonpartisan
Ecker, Jeana|Jeana Ecker for Philomath School Board	18650	Director, Philomath School District, Position 1|Nonpartisan
Emergency Response Bond Measure PAC	18595	Measure|Supports Measure 27-125 - 2017
Fife-Adams, Jennifer|Friends of Jen Fife-Adams	18523	Director, Beaverton School District, Zone 7|Nonpartisan
Fitch, Ginger|Champions for Children	18639	Director, West Linn-Wilsonville School District, Position 5|Nonpartisan
Flores, Alexander|Friends of Alexander	18467	State Representative, 30th District|Republican
Friends for Workforce Housing	18811	Measure|Supports Measure 29-152 - 2017
Friends of Bay City Fire	18634	Measure|Supports Measure 29-150 - 2017|Supports Measure 29-147 - 2017
Gallia, Charles|Charles Gallia for Oregon	17945	State Senator, 20th District|Democrat
Granum, Martin|Friends of Martin Granum	18638	Director, Hillsboro School District, Position 3|Nonpartisan
Happy Valley Citizens for Progress	18739	Measure|Supports Measure 3-518 - 2017
Harder, Kathleen|Friends of Kathleen Harder	18341	Director, Salem-Keizer School District, Zone 1|Nonpartisan
Hayes, John|Friends of John Hayes	18654	Director, Forest Grove School District, Position 1|Nonpartisan
Hellberg, Dick|Dick Hellberg for Port Commission	18603	Commissioner, Port of Astoria, Position 2|Nonpartisan
Hernandez, Emilio|Friends of Emilio Hernandez	18590	Director, Springfield School District #19, Position 2|Nonpartisan
Herrera-Lopez, Levi|Friends of Levi Herrera-Lopez	18567	Director, Salem-Keizer School District, Zone 5|Nonpartisan
Hiland, Michael|Michael Hiland for Sherwood School Board	18635	Director, Sherwood School District, Position 3|Nonpartisan
Hoy, Christopher|Chris Hoy for Salem	18401	City Councilor, City of Salem, Ward 6|Nonpartisan
Hydes, Dylan|Dylan Hydes for School Board	18577	Director, West Linn-Wilsonville School District, Position 3|Nonpartisan
Junkins, Jr., Edward|Committee to Elect Ed Junkins	18506	Director, Corvallis School District, Position 6|Nonpartisan
Keep 911 Local	18848	Measure|Supports Measure 12-69 - 2017
Keep Gearhart Residential	18716	Miscellaneous
Keep it Creswell	18773	Measure|Opposes Measure 20-280 - 2017
Keep Lake Oswego Schools First	18403	Measure|Supports Measure 3-515 - 2017
Keep Salem Safe dba Friends of Salem Police PAC	18133	Measure|Supports Measure 24-399 - 2016|Supports Measure 24-420 - 2017
Kirby, Sara|Sara Kirby	18606	Director, Parkrose School District #3, Position 2|Nonpartisan
Kohlhoff, Theresa|Friends of Theresa Kohlhoff	18060	City Councilor, City of Lake Oswego|Nonpartisan
Konev, Irene|Irene for Oregon	17636	Director, Clackamas Community College, Zone 7|Nonpartisan
Kropf, Jason|Jason for Bend	18661	Director, Bend Metro Park & Recreation District, Position 5|Nonpartisan
La Forte, Virginia|Virginia La Forte for School Board	18443	Director, Portland School District, Zone 5|Nonpartisan
Lackey, Jeff|Jeff Lackey for Newport Port Commission	18636	Commissioner, Port of Newport, Position 4|Nonpartisan
Lafayette Citizens for Public Safety	18783	Measure|Supports Measure 36-189 - 2017
Leighton, Mary|Mary Leighton for 4J	18429	Director, Eugene School District, Position 3|Nonpartisan
Levis, Anne Marie|Anne Marie Levis for 4J School Board	18613	Director, Eugene School District, Position 2|Nonpartisan
Lippold, Jesse|Friends of Jesse	18553	Director, Salem-Keizer School District, Zone 5|Nonpartisan
Livingston, Justin|Justin for Bend	18008	City Councilor, City of Bend, Position 1|Nonpartisan
Lopez, Erika|Friends of Erika Lopez	18460	Director, Hillsboro School District, Position 1|Nonpartisan
Ludwick, Robert|The Committee to Elect Robert F.P. Ludwick	18535	Director, Sunrise Water Authority District, Zone 5|Nonpartisan
Malstrom, Sheri|Friends of Sheri Malstrom	17450	State Representative, 27th District|Democrat
Mann, Kristina|Committee to elect Kristina Mann for Central School Board 2017	18668	Director, Central School District, Zone 5|Nonpartisan
Manning, James|Friends of James Manning	18375	State Senator, 7th District|Democrat
Mattson, Annette|Friends of Annette Mattson	18453	Director, Mt. Hood Community College, Zone 4|Nonpartisan
Medina, Anthony|Anthony D Medina Oregon	18571	Director, Woodburn School District, Position 3|Nonpartisan
Miller, Tyler|Committee to Elect Tyler Miller	18562	Director, Columbia 9-1-1 Communications District, Zone 5|Nonpartisan
Monteblanco, Felicita|Friends of Felicita	18441	Director, Tualatin Hills Park & Recreation, Position 1|Nonpartisan
morrow, michael|Elect Michael Morrow Clackamas Fire Board	18530	Director, Clackamas County Fire District, Position 4|Nonpartisan
Moseley, William|Committee for Bend Leadership	18056	City Councilor, City of Bend, Position 2|Nonpartisan
Muenzer, Melanie|Muenzer for LCC Board	18531	Director, Lane Community College, Zone 1|Nonpartisan
Nealon, Shelly|shelllyforsfsboard	18615	Director, Silver Falls School District, Zone 5|Nonpartisan
NewbergTaxes.org	18834	Measure|Supports Measure 36-191 - 2017
Newman, Judith|Elect Judy Newman	18503	Director, Eugene School District, Position 3|Nonpartisan
Niemann, Michelle|Shelley Niemann for Philomath School Board	18556	Director, Philomath School District, Position 4|Nonpartisan
Nikonov, Misa|Committee to Elect Misa	18435	Director, Beaverton School District, Zone 4|Nonpartisan
No to One Gro	18774	Measure|Opposes Measure 20-280 - 2017
O'Grady, Patrick|O'Grady for Port Commission	18598	Commissioner, Port of Astoria, Position 5|Nonpartisan
Oliver, Thomas|Friends of Tom Oliver	18593	Director, Lebanon Community School District, Zone 2|Nonpartisan
Parvey-Leskowich, Natasha|Friends of Natasha	18533	Commissioner, Port of St. Helens, Position 4|Nonpartisan
PCC Forward	18718	Miscellaneous
Pendleton Public Safety PAC	18377	Measure|Supports Measure 30-124 - 2017
Perkins, Timothy|Timothy Perkins for Salem	18387	City Councilor, City of Salem, Ward 6|Nonpartisan
Peterson, Greggery|Gregg for city council	18405	City Councilor, City of Salem, Ward 6|Nonpartisan
Pocklington, Sara|Friends of Sara for LOSD	18445	Director, Lake Oswego School District, Position 3|Nonpartisan
Portlanders for Safe and Healthy Schools	18466	Measure|Supports Measure 26-193 - 2017
Rabasa, Maya|Maya Rabasa for 4j	18529	Director, Eugene School District, Position 2|Nonpartisan
Rasmussen, Dawn|Dawn Rasmussen for Port of The Dalles Position #1	18621	Director, Port of The Dalles, Position 1|Nonpartisan
RON 516	18851	Measure|Opposes Measure 3-518 - 2017
Ross, Moses|Friends of Moses Ross	18420	Director, Portland Community College, Zone 5|Nonpartisan
Save Coos Jobs Committee	18452	Measure|Opposes Measure 6-162 - 2017
Save Molalla Pool	18548	Measure|Supports Measure 3-516 - 2017
Save Our Library PAC	18826	Measure|Supports Measure 4-189 - 2017
Sheppard, Benjamin|Friends of Ben Sheppard	18652	Commissioner, Port of Hood River, Position 1|Nonpartisan
Sherwood Citizens for Accountable Leadership	18823	Miscellaneous
Sieckmann, Kim|Elect Kim Sieckmann	16810	City Councilor, City of Gladstone, Position 1|Nonpartisan
Silverton Opportunity	18497	Miscellaneous
Singleton Munson, Jamila|Jamila for Portland Schools	18439	Director, Portland School District, Zone 4|Nonpartisan
Skatvold, Erica|Friends of Erica Skatvold	18570	Director, Central Oregon Community College, Zone 4|Nonpartisan
Soles, Travis|Travis Soles PAC Fund	18637	Director, Canby School District, Position 3|Nonpartisan
Sprang, Lauren|Friends for Lauren	18582	Director, Bend Metro Park & Recreation District, Position 5|Nonpartisan
Spross, Jacqueline|Friends of Jaci Spross	18444	Director, Hillsboro School District, Position 6|Nonpartisan
Stephens, Stephanie|Committee to Elect Stephanie D. Stephens	18369	Director, David Douglas School District #40, Position 2|Nonpartisan
Stokes, Mindy|Stokes for CCHD	18620	Director, Clatsop Care Center Health District, Position 1|Nonpartisan
Stone, Michele|Michele Finicle for SFSD School Board	18524	Director, Silver Falls School District, Zone 2|Nonpartisan
Stricklin, Armina|Mina Stricklin for Riverdale	18657	Director, Riverdale School District, Position 1|Nonpartisan
Stricklin, Taft|Taft Stricklin for Riverdale	18658	Director, Riverdale School District, Position 3|Nonpartisan
Students Helping Organize Votes to Enhance Learning Spaces	18470	Measure|Supports Measure 26-193 - 2017
Sundgrenz, Evangelina|Elect Sundgrenz	18382	Director, Eugene School District, Position 6|Nonpartisan
Support Our Sheriff  -  Tillamook County	18622	Measure|Supports Measure 29-149 - 2017
Supporters of City Police & Fire	18831	Measure|Supports Measure 17-83 - 2017
taylor, michael|mike taylor school board	18625	Director, West Linn-Wilsonville School District, Position 1|Nonpartisan
Thompson, Holly|Thompson for THPRD	18438	Director, Tualatin Hills Park & Recreation, Position 3|Nonpartisan
Traeger, Jennifer|Jennifer Traeger for School Board	18617	Director, Silver Falls School District, Zone 4|Nonpartisan
UCC Friends	18376	Miscellaneous
Valderrama, Andrea|Friends of Andrea Valderrama	18462	City Commissioner, City of Portland, Position 3|Nonpartisan
Wagner, Robert|Friends of Rob Wagner	18396	State Senator, 19th District|Democrat
Wai, Kathy|Friends of Kathy Wai	18565	Director, North Clackamas School District, Position 5|Nonpartisan
Waldo, Lori|Lori for THPRD	18633	Director, Tualatin Hills Park & Recreation, Position 3|Nonpartisan
Wantz, Sally|Sally Wantz for LCC Board	18447	Director, Lane Community College, Zone 1|Nonpartisan
Watson, Mark|Friends of Mark Watson	18455	Director, Hillsboro School District, Position 2|Nonpartisan
West Linn Citizens PAC	18794	Measure|Opposes Measure 3-524 - 2017
Yes for 20-273 Springfield	18708	Miscellaneous
Yes for Albany Schools	18426	Measure|Supports Measure 22-165 - 2017
Yes for Central Linn Schools	18775	Measure|Supports Measure 22-168 - 2017
Yes for Hillsboro Schools	18748	Measure|Supports Measure 34-278 - 2017
Ying, Helen|Friends of Helen Ying	18527	Director, Multnomah Education Service District, Position 2, At-Large|Nonpartisan
