committee_name,committee_description,effective,expiration,filing_type,committee_id
Polk County Democratic Central Committee,"Political Party, Democrat",10/08/1993,04/01/1998,Amendment,337
Polk County Democratic Central Committee,"Political Party, Democrat",05/21/1991,10/07/1993,Amendment,337
Polk County Democratic Central Committee,"Political Party, Democrat",07/03/1989,05/20/1991,Amendment,337
Polk County Democratic Central Committee,"Political Party, Democrat",06/02/1988,07/02/1989,Amendment,337
Polk County Democratic Central Committee,"Political Party, Democrat",11/13/1987,06/01/1988,Amendment,337
Polk County Democratic Central Committee,"Political Party, Democrat",09/08/1987,11/12/1987,Amendment,337
Polk County Democratic Central Committee,"Political Party, Democrat",09/10/1985,09/07/1987,Original,337
Portland Association of Teachers PAC,Miscellaneous,08/29/2017,,Amendment,260
Portland Association of Teachers PAC,Miscellaneous,08/28/2017,08/29/2017,Amendment,260
Portland Association of Teachers PAC,Miscellaneous,06/30/2015,08/28/2017,Amendment,260
Portland Association of Teachers PAC,Miscellaneous,06/29/2015,06/30/2015,Amendment,260
Teachers Voice in Politics,Miscellaneous,06/16/2015,06/29/2015,Amendment,260
Teachers Voice in Politics,Miscellaneous,05/01/2013,06/16/2015,Amendment,260
Teachers Voice in Politics,Miscellaneous,04/30/2013,05/01/2013,Amendment,260
Teachers Voice in Politics,Miscellaneous,04/30/2013,04/30/2013,Amendment,260
Teachers Voice in Politics,Miscellaneous,04/23/2013,04/30/2013,Amendment,260
Teachers Voice in Politics,Miscellaneous,08/06/2010,04/23/2013,Amendment,260
Teachers Voice in Politics,Miscellaneous,03/10/2000,08/06/2010,Amendment,260
Teachers Voice in Politics,Miscellaneous,01/12/1999,03/09/2000,Amendment,260
Teachers Voice in Politics,Miscellaneous,01/21/1998,01/11/1999,Amendment,260
Teachers Voice in Politics,Miscellaneous,11/06/1995,01/20/1998,Amendment,260
Teachers Voice in Politics,Miscellaneous,12/24/1994,11/05/1995,Amendment,260
Teachers Voice in Politics,Miscellaneous,03/24/1992,12/23/1994,Amendment,260
Teachers Voice in Politics,Miscellaneous,05/31/1990,03/23/1992,Amendment,260
Teachers Voice in Politics,Miscellaneous,03/09/1989,05/30/1990,Amendment,260
Teachers Voice in Politics,Miscellaneous,12/28/1987,03/08/1989,Amendment,260
Teachers Voice in Politics,Miscellaneous,11/24/1987,12/27/1987,Amendment,260
Teachers Voice in Politics,Miscellaneous,03/07/1986,11/23/1987,Amendment,260
Teachers Voice in Politics,Miscellaneous,01/30/1986,03/06/1986,Original,260
Portland Metro Fire Fighters PAC,Miscellaneous,02/12/2015,,Amendment,223
Portland Metro Fire Fighters PAC,Miscellaneous,01/21/2015,02/12/2015,Amendment,223
Portland Metro Fire Fighters PAC,Miscellaneous,06/25/2014,01/21/2015,Amendment,223
Portland Metro Fire Fighters PAC,Miscellaneous,05/13/2013,06/25/2014,Amendment,223
Portland Metro Fire Fighters PAC,Miscellaneous,02/07/2013,05/13/2013,Amendment,223
Portland Metro Fire Fighters PAC,Miscellaneous,01/25/2011,02/07/2013,Amendment,223
Portland Metro Fire Fighters PAC,Miscellaneous,09/13/2010,01/25/2011,Amendment,223
Portland Metro Fire Fighters PAC,Miscellaneous,03/26/2009,09/13/2010,Amendment,223
Portland Metro Fire Fighters PAC,Miscellaneous,12/18/2008,03/25/2009,Amendment,223
Portland Metro Fire Fighters PAC,Miscellaneous,09/17/2007,12/17/2008,Amendment,223
Portland Metro Fire Fighters PAC,Miscellaneous,04/28/2004,09/16/2007,Amendment,223
Portland Metro Fire Fighters PAC,Miscellaneous,03/28/2002,04/27/2004,Amendment,223
Portland Metro Fire Fighters PAC,Miscellaneous,09/08/1998,03/27/2002,Amendment,223
Portland Metro Fire Fighters PAC,Miscellaneous,04/23/1998,09/07/1998,Amendment,223
Portland Metro Fire Fighters PAC,Miscellaneous,02/26/1988,04/22/1998,Amendment,223
Portland Metro Fire PAC,Miscellaneous,01/07/1988,02/25/1988,Original,223
Bobbie Regan for Portland School Board,"Director, Portland School District, Zone 3, Nonpartisan",04/21/2015,,Amendment,7305
Bobbie Regan for Portland School Board,"Director, Portland School District, Zone 3, Nonpartisan",03/16/2015,04/21/2015,Amendment,7305
Bobbie Regan for Portland School Board,"Director, Portland School District, Zone 3, Nonpartisan",04/30/2013,03/16/2015,Amendment,7305
Bobbie Regan for Portland School Board,"Director, Portland School District, Zone 3, Nonpartisan",01/18/2011,04/30/2013,Amendment,7305
Bobbie Regan for Portland School Board,"Director, Portland School District, Zone 3, Nonpartisan",03/14/2007,01/18/2011,Amendment,7305
Bobbie Regan for Portland School Board,"Director, Portland School District, Zone 3, Nonpartisan",02/15/2007,03/13/2007,Original,7305
Service Employees Int'L Union Local 49 Committee on Political Education,Miscellaneous,04/04/2012,,Amendment,4213
Service Employees Int'L Union Local 49 Committee on Political Education,Miscellaneous,04/20/2011,04/04/2012,Amendment,4213
Service Employees Int'L Union Local 49 Committee on Political Education,Miscellaneous,06/05/2009,04/20/2011,Amendment,4213
Service Employees Int'L Union Local 49 Committee on Political Education,Miscellaneous,01/30/2006,06/04/2009,Amendment,4213
SEIU Local 49 Cope Fund,Miscellaneous,11/06/2001,01/29/2006,Original,4213
Stand for Children Oregon PAC,Miscellaneous,03/09/2017,,Amendment,5207
Stand for Children Oregon PAC,Miscellaneous,08/09/2016,03/09/2017,Amendment,5207
Stand for Children Oregon PAC,Miscellaneous,07/27/2016,08/09/2016,Amendment,5207
Stand for Children Oregon PAC,Miscellaneous,02/09/2016,07/27/2016,Amendment,5207
Stand for Children Oregon PAC,Miscellaneous,03/03/2015,02/09/2016,Amendment,5207
Stand for Children Oregon PAC,Miscellaneous,04/24/2014,03/03/2015,Amendment,5207
Stand for Children Oregon PAC,Miscellaneous,07/01/2013,04/24/2014,Amendment,5207
Stand for Children Oregon PAC,Miscellaneous,06/12/2013,07/01/2013,Amendment,5207
Stand for Children Oregon PAC,Miscellaneous,04/12/2012,06/12/2013,Amendment,5207
Stand for Children Oregon PAC,Miscellaneous,01/18/2012,04/12/2012,Amendment,5207
Stand for Children Oregon PAC,Miscellaneous,10/27/2011,01/18/2012,Amendment,5207
Stand for Children PAC,Miscellaneous,07/29/2011,10/27/2011,Amendment,5207
Stand for Children PAC,Miscellaneous,07/11/2011,07/29/2011,Amendment,5207
Stand for Children PAC,Miscellaneous,08/05/2010,07/11/2011,Amendment,5207
Stand for Children PAC,Miscellaneous,06/18/2010,08/05/2010,Amendment,5207
Stand for Children PAC,Miscellaneous,02/19/2010,06/18/2010,Amendment,5207
Stand for Children PAC,Measure Supports Measure 50 - 2007,02/12/2010,02/19/2010,Amendment,5207
Stand for Children PAC,Measure Supports Measure 50 - 2007,09/18/2007,02/12/2010,Amendment,5207
Stand for Children PAC,Miscellaneous,12/02/2005,09/17/2007,Original,5207
Taxpayers Association of Oregon PAC,Miscellaneous,01/20/2017,,Amendment,3889
Taxpayers Association of Oregon PAC,Miscellaneous,09/19/2014,01/20/2017,Amendment,3889
Taxpayers Association of Oregon PAC,Miscellaneous,09/19/2014,09/19/2014,Amendment,3889
Taxpayers Association of Oregon PAC,Miscellaneous,03/18/2014,09/19/2014,Amendment,3889
Taxpayers Association of Oregon PAC,Miscellaneous,01/20/2014,03/18/2014,Amendment,3889
Taxpayers Association of Oregon PAC,Miscellaneous,05/16/2013,01/20/2014,Amendment,3889
Taxpayers Association of Oregon PAC,Miscellaneous,09/22/2012,05/16/2013,Amendment,3889
Taxpayers Association of Oregon PAC,Miscellaneous,09/09/2012,09/22/2012,Amendment,3889
Taxpayers Association of Oregon PAC,Miscellaneous,01/23/2012,09/09/2012,Amendment,3889
Taxpayers Association of Oregon PAC,Miscellaneous,03/18/2011,01/23/2012,Amendment,3889
Taxpayers Association of Oregon PAC,Miscellaneous,03/13/2011,03/18/2011,Amendment,3889
Taxpayers Association of Oregon PAC,Miscellaneous,12/12/2009,03/13/2011,Amendment,3889
Taxpayers Association of Oregon PAC,Miscellaneous,09/10/2008,12/11/2009,Amendment,3889
Taxpayers Association of Oregon PAC,Miscellaneous,02/12/2008,09/09/2008,Amendment,3889
Taxpayers Association of Oregon PAC,Miscellaneous,01/09/2008,02/11/2008,Amendment,3889
Taxpayers Association of Oregon PAC,Miscellaneous,01/09/2008,01/09/2008,Amendment,3889
Taxpayers Association of Oregon PAC,Miscellaneous,10/10/2007,01/08/2008,Amendment,3889
Taxpayers Association of Oregon PAC,Miscellaneous,08/30/2007,10/09/2007,Amendment,3889
Taxpayers Association of Oregon PAC,Miscellaneous,04/20/2007,08/29/2007,Amendment,3889
Taxpayers Association of Oregon PAC,Miscellaneous,01/03/2006,04/19/2007,Amendment,3889
Taxpayers Association of Oregon PAC,Miscellaneous,10/29/2004,01/02/2006,Amendment,3889
Taxpayers Association of Oregon PAC,Miscellaneous,04/08/2004,10/28/2004,Amendment,3889
Taxpayer Association of Oregon PAC,Miscellaneous,05/06/2003,04/07/2004,Amendment,3889
Taxpayer Association of Oregon PAC,Miscellaneous,04/15/2003,05/05/2003,Amendment,3889
Taxpayer Association of Oregon PAC,Miscellaneous,12/18/2002,04/14/2003,Amendment,3889
Taxpayer Association of Oregon PAC,Miscellaneous,08/22/2000,12/17/2002,Original,3889
Jim Torrey for Mayor,"Mayor, City of Eugene, Nonpartisan",01/24/2011,,Amendment,4676
Jim Torrey for Mayor,"Mayor, City of Eugene, Nonpartisan",06/26/2008,01/24/2011,Amendment,4676
Jim Torrey for Mayor,"Mayor, City of Eugene, Nonpartisan",03/06/2008,06/25/2008,Amendment,4676
Committee To Elect Jim Torrey,"Director, Eugene School District, Position 5, Nonpartisan",03/15/2007,03/05/2008,Amendment,4676
"Torrey, Jim, Committee To Elect","State Senator, 7th District, Republican",09/13/2005,03/14/2007,Amendment,4676
"Torrey, Jim, Committee To Elect","Unknown Office, Republican",08/20/2004,09/12/2005,Amendment,4676
"Torrey, Jim, Committee To Elect","Unknown Office, Republican",10/10/2003,08/19/2004,Original,4676
Working Families Party of Oregon,Political PartyWorking Families,07/29/2015,,Amendment,5528
Working Families Party of Oregon,Political PartyWorking Families,11/20/2014,07/29/2015,Amendment,5528
Working Families Party of Oregon,Political PartyWorking Families,10/24/2013,11/20/2014,Amendment,5528
Working Families Party of Oregon,Political PartyWorking Families,11/13/2012,10/24/2013,Amendment,5528
Working Families Party of Oregon,Political PartyWorking Families,06/25/2012,11/13/2012,Amendment,5528
Working Families Party of Oregon,Political PartyWorking Families,08/08/2011,06/25/2012,Amendment,5528
Working Families Party of Oregon,Political PartyWorking Families,05/17/2011,08/08/2011,Amendment,5528
Working Families Party of Oregon,Political PartyWorking Families,05/11/2011,05/17/2011,Amendment,5528
Working Families Party of Oregon,Political PartyWorking Families,09/08/2010,05/11/2011,Amendment,5528
Working Families Party of Oregon,Political PartyWorking Families,07/01/2010,09/08/2010,Amendment,5528
Working Families Party of Oregon,Political PartyWorking Families,04/11/2009,07/01/2010,Amendment,5528
Working Families Party of Oregon,Political PartyWorking Families,09/25/2007,04/10/2009,Amendment,5528
Working Families Party of Oregon,Political PartyWorking Families,10/31/2006,09/24/2007,Original,5528
Yamhill County Democrats,"Political Party, Democrat",04/21/2017,,Amendment,350
Yamhill County Democrats,"Political Party, Democrat",04/21/2017,04/21/2017,Amendment,350
Yamhill County Democrats,"Political Party, Democrat",12/20/2016,04/21/2017,Amendment,350
Yamhill County Democrats,"Political Party, Democrat",11/28/2016,12/20/2016,Amendment,350
Yamhill County Democrats,"Political Party, Democrat",03/28/2016,11/28/2016,Amendment,350
Yamhill County Democratics,"Political Party, Democrat",03/28/2016,03/28/2016,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",05/29/2015,03/28/2016,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",12/30/2014,05/29/2015,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",04/16/2013,12/30/2014,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",04/12/2013,04/16/2013,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",12/01/2012,04/12/2013,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",10/10/2012,12/01/2012,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",06/04/2012,10/10/2012,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",04/04/2012,06/04/2012,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",04/04/2011,04/04/2012,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",03/29/2011,04/04/2011,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",02/27/2011,03/29/2011,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",05/07/2008,02/27/2011,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",02/13/2008,05/06/2008,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",01/14/2008,02/12/2008,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",09/21/2007,01/13/2008,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",01/26/2007,09/20/2007,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",09/20/2006,01/25/2007,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",04/13/2006,09/19/2006,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",03/08/2004,04/12/2006,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",12/11/2003,03/07/2004,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",02/25/2002,12/10/2003,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",05/28/1998,02/24/2002,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",07/24/1997,05/27/1998,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",02/09/1994,07/23/1997,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",10/27/1992,02/08/1994,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",12/04/1991,10/26/1992,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",11/05/1990,12/03/1991,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",07/25/1988,11/04/1990,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",07/27/1987,07/24/1988,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",12/02/1986,07/26/1987,Amendment,350
Yamhill County Democratic Central Committee,"Political Party, Democrat",08/04/1982,12/01/1986,Original,350
Accion Politica PCUNista PAC,Miscellaneous,03/17/2014,,Amendment,4015
Accion Politica PCUNista PAC,Miscellaneous,03/14/2014,03/17/2014,Amendment,4015
Voz Hispana PAC,Miscellaneous,11/17/2008,03/14/2014,Amendment,4015
Voz Hispana PAC,Miscellaneous,07/21/2008,11/16/2008,Amendment,4015
Voz Hispana PAC,Miscellaneous,04/10/2003,07/20/2008,Amendment,4015
Voz Hispana PAC,Miscellaneous,09/27/2002,04/09/2003,Amendment,4015
Latin@S Unid@S Y Chavistas En Accion Politica,Miscellaneous,12/13/2000,09/26/2002,Original,4015
Friends of Jessica Adamson,"Director, Sherwood School District, Position 1, Nonpartisan",03/19/2015,,Amendment,12510
Friends of Jessica Adamson,"Director, Sherwood School District, Position 1, Nonpartisan",03/06/2015,03/19/2015,Amendment,12510
Friends of Jessica Adamson,"State Representative, 26th District, Democrat",04/30/2013,03/06/2015,Amendment,12510
Friends of Jessica Adamson,"State Representative, 26th District, Democrat",02/10/2010,04/30/2013,Amendment,12510
Friends of Jessica Adamson,"State Representative, 26th District, Democrat",01/09/2009,02/10/2010,Amendment,12510
Friends of Jessica Adamson,"State Representative, 26th District, Democrat",07/17/2008,01/08/2009,Amendment,12510
Friends of Jessica Adamson,"State Representative, 26th District, Democrat",10/26/2007,07/16/2008,Original,12510
AG-PAC,Miscellaneous,03/15/2017,,Amendment,3
AG-PAC,Miscellaneous,08/15/2014,03/15/2017,Amendment,3
AG-PAC,Miscellaneous,11/10/2009,08/15/2014,Amendment,3
AG-PAC,Miscellaneous,06/02/2009,11/09/2009,Amendment,3
AG-PAC,Miscellaneous,04/03/2008,06/01/2009,Amendment,3
AG-PAC,Miscellaneous,02/05/2008,04/02/2008,Amendment,3
AG-PAC,Miscellaneous,08/20/2004,02/04/2008,Amendment,3
AG-PAC,Miscellaneous,06/06/2002,08/19/2004,Amendment,3
AG-PAC,Miscellaneous,04/11/2000,06/05/2002,Amendment,3
AG-PAC,Miscellaneous,02/14/2000,04/10/2000,Amendment,3
AG-PAC,Miscellaneous,06/27/1996,02/13/2000,Amendment,3
AG-PAC,Miscellaneous,10/10/1995,06/26/1996,Amendment,3
AgPAC,Miscellaneous,09/08/1995,10/09/1995,Amendment,3
Ag-PAC,Miscellaneous,12/30/1993,09/07/1995,Amendment,3
Ag-PAC,Miscellaneous,09/15/1993,12/29/1993,Amendment,3
Ag-PAC,Miscellaneous,01/20/1993,09/14/1993,Amendment,3
Ag-PAC,Miscellaneous,03/27/1991,01/19/1993,Amendment,3
