committee_name,committee_description,effective,expiration,filing_type,committee_id
Josephine County Republican Central Committee,"Political Party, Republican",07/01/1984,11/04/1990,Original,319
Keep Portland Safe PAC,Miscellaneous,05/15/2017,,Amendment,4167
Keep Portland Safe PAC,Miscellaneous,04/27/2017,05/15/2017,Amendment,4167
Keep Portland Safe PAC,Miscellaneous,12/19/2016,04/27/2017,Amendment,4167
Keep Portland Safe PAC,Miscellaneous,06/28/2012,12/19/2016,Amendment,4167
Keep Portland Safe PAC,Miscellaneous,06/28/2012,06/28/2012,Amendment,4167
Keep Portland Safe PAC,Miscellaneous,06/01/2012,06/28/2012,Amendment,4167
Keep Portland Safe PAC,Miscellaneous,09/03/2009,06/01/2012,Amendment,4167
Keep Portland Safe PAC,Miscellaneous,11/13/2008,09/02/2009,Amendment,4167
Keep Portland Safe PAC,Miscellaneous,01/25/2008,11/12/2008,Amendment,4167
Keep Portland Safe PAC,Miscellaneous,09/13/2001,01/24/2008,Original,4167
Friends of Tina Kotek,"State Representative, 44th District, Democrat",01/05/2018,,Amendment,4792
Friends of Tina Kotek,"State Representative, 44th District, Democrat",09/18/2017,01/05/2018,Amendment,4792
Friends of Tina Kotek,"State Representative, 44th District, Democrat",05/11/2017,09/18/2017,Amendment,4792
Friends of Tina Kotek,"State Representative, 44th District, Democrat",10/03/2016,05/11/2017,Amendment,4792
Friends of Tina Kotek,"State Representative, 44th District, Democrat",09/09/2015,10/03/2016,Amendment,4792
Friends of Tina Kotek,"State Representative, 44th District, Democrat",06/24/2015,09/09/2015,Amendment,4792
Friends of Tina Kotek,"State Representative, 44th District, Democrat",05/28/2014,06/24/2015,Amendment,4792
Friends of Tina Kotek,"State Representative, 44th District, Democrat",04/30/2013,05/28/2014,Amendment,4792
Friends of Tina Kotek,"State Representative, 44th District, Democrat",04/22/2013,04/30/2013,Amendment,4792
Friends of Tina Kotek,"State Representative, 44th District, Democrat",04/05/2013,04/22/2013,Amendment,4792
Friends of Tina Kotek,"State Representative, 44th District, Democrat",07/02/2012,04/05/2013,Amendment,4792
Friends of Tina Kotek,"State Representative, 44th District, Democrat",10/03/2011,07/02/2012,Amendment,4792
Friends of Tina Kotek,"State Representative, 44th District, Democrat",05/26/2010,10/03/2011,Amendment,4792
Friends of Tina Kotek,"State Representative, 44th District, Democrat",01/07/2010,05/26/2010,Amendment,4792
Friends of Tina Kotek,"State Representative, 44th District, Democrat",10/06/2009,01/07/2010,Amendment,4792
Friends of Tina Kotek,"State Representative, 44th District, Democrat",06/25/2008,09/09/2009,Amendment,4792
Friends of Tina Kotek,"State Representative, 44th District, Democrat",03/31/2008,06/24/2008,Amendment,4792
"Kotek, Tina, Friends of","State Representative, 44th District, Democrat",12/14/2007,03/30/2008,Amendment,4792
"Kotek, Tina, Friends of","State Representative, 44th District, Democrat",10/04/2007,12/13/2007,Amendment,4792
"Kotek, Tina, Friends of","State Representative, 44th District, Democrat",10/12/2005,10/03/2007,Amendment,4792
"Kotek, Tina, Friends of","State Representative, 43rd District, Democrat",08/15/2005,10/11/2005,Amendment,4792
"Kotek, Tina, Friends of","State Representative, 43rd District, Democrat",09/08/2004,08/14/2005,Amendment,4792
"Kotek, Tina, Friends of","State Representative, 43rd District, Democrat",02/13/2004,09/07/2004,Amendment,4792
"Kotek, Tina, Friends of","State Representative, 43rd District, Democrat",01/26/2004,02/12/2004,Original,4792
Lane Professional Firefighters Association,Miscellaneous,02/09/2017,,Amendment,60
Lane Professional Firefighters Association,Miscellaneous,02/09/2017,02/09/2017,Amendment,60
Lane Professional Firefighters Association,Miscellaneous,01/25/2016,02/09/2017,Amendment,60
Lane Professional Firefighters Association,Miscellaneous,10/22/2015,01/25/2016,Amendment,60
Lane Professional Firefighters Association,Miscellaneous,05/21/2015,10/22/2015,Amendment,60
Eugene Firefighters Fire PAC,Miscellaneous,02/07/2011,05/21/2015,Amendment,60
Eugene Firefighters Fire PAC,Miscellaneous,10/20/2009,02/07/2011,Amendment,60
Eugene Firefighters Fire PAC,Miscellaneous,06/05/2009,10/19/2009,Amendment,60
Eugene Firefighters Fire PAC,Miscellaneous,01/09/2008,06/04/2009,Amendment,60
Eugene Firefighters Fire PAC,Miscellaneous,12/29/2005,01/08/2008,Amendment,60
Eugene Firefighters Fire PAC,Miscellaneous,12/31/2003,12/28/2005,Amendment,60
Eugene Firefighters Fire PAC,Miscellaneous,02/28/2002,12/30/2003,Amendment,60
Eugene Firefighters Fire PAC,Miscellaneous,02/08/2002,02/27/2002,Amendment,60
Eugene Firefighters Fire PAC,Miscellaneous,03/16/2000,02/07/2002,Amendment,60
Eugene Fire Fighters Fire PAC,Measure Opposes Measure 59 - 1998,10/28/1998,03/15/2000,Amendment,60
Eugene Fire Fighters Fire PAC,Measure Supports Measure 24 - 1996,05/08/1996,10/27/1998,Amendment,60
Eugene Fire Fighters Fire PAC,Miscellaneous,04/29/1994,05/07/1996,Amendment,60
Eugene Fire Fighters Fire PAC,Miscellaneous,06/10/1992,04/28/1994,Amendment,60
Eugene Fire Fighters Fire PAC,Miscellaneous,10/14/1991,06/09/1992,Amendment,60
Eugene Fire Fighters Fire PAC,Miscellaneous,05/10/1989,10/13/1991,Amendment,60
Eugene Fire Fighters Fire PAC,Miscellaneous,03/06/1989,05/09/1989,Amendment,60
Eugene Fire Fighters Fire PAC,Miscellaneous,12/02/1986,03/05/1989,Amendment,60
Eugene Fire Fighters Fire PAC,Miscellaneous,12/12/1983,12/01/1986,Original,60
Chuck Lee Campaign Committee,"Director, Salem-Keizer School District, Zone 6, Nonpartisan",10/21/2015,,Amendment,5328
Chuck Lee Campaign Committee,"Director, Salem-Keizer School District, Zone 6, Nonpartisan",02/23/2015,10/21/2015,Amendment,5328
Chuck Lee Campaign Committee,"State Representative, 25th DistrictIndependent",09/15/2014,02/23/2015,Amendment,5328
Chuck Lee Campaign Committee,"State Representative, 25th DistrictIndependent",03/14/2014,09/15/2014,Amendment,5328
Chuck Lee Campaign Committee,"State Representative, 25th District, Democrat",03/13/2014,03/14/2014,Amendment,5328
Chuck Lee Campaign Committee,"State Representative, 25th District, Democrat",03/11/2014,03/13/2014,Amendment,5328
Chuck Lee Campaign Committee,"State Representative, 25th District, Democrat",01/08/2014,03/11/2014,Amendment,5328
Chuck Lee Campaign Committee,"Director, Salem-Keizer School District, Zone 6, Nonpartisan",03/18/2011,01/08/2014,Amendment,5328
Chuck Lee Campaign Committee,"Director, Salem-Keizer School District, Zone 6, Nonpartisan",02/04/2007,03/18/2011,Amendment,5328
"Lee, Charles E., for State Representative","State Representative, 25th District, Democrat",03/10/2006,02/03/2007,Original,5328
Cyndi for County Clerk,"County Clerk, Clackamas County, Nonpartisan",02/20/2014,,Amendment,9927
Committee to Elect Cyndi Lewis-Wolfram,"Commissioner, Clackamas River Water, Position 2, Nonpartisan",05/19/2011,02/20/2014,Amendment,9927
Committee to Elect Cyndi Lewis-Wolfram,"Commissioner, Clackamas River Water, Position 2, Nonpartisan",05/07/2007,05/19/2011,Original,9927
Libertarian Party of Multnomah County,"Political Party, Libertarian",11/05/2010,,Amendment,2891
Libertarian Party of Multnomah County,"Political Party, Libertarian",05/15/2009,11/05/2010,Amendment,2891
Libertarian Party of Multnomah County,"Political Party, Libertarian",12/19/2008,05/14/2009,Amendment,2891
Libertarian Party of Multnomah County,"Political Party, Libertarian",12/19/2008,12/19/2008,Amendment,2891
Libertarian Party of Multnomah County,"Political Party, Libertarian",10/16/2007,12/18/2008,Amendment,2891
Libertarian Party of Multnomah County,"Political Party, Libertarian",09/20/2007,10/15/2007,Amendment,2891
Libertarian Party of Multnomah County,"Political Party, Libertarian",07/06/2007,09/19/2007,Amendment,2891
Libertarian Party of Multnomah County,"Political Party, Libertarian",06/08/2007,07/05/2007,Amendment,2891
Libertarian Party of Multnomah County,"Political Party, Libertarian",04/14/2005,06/07/2007,Amendment,2891
Libertarian Party of Multnomah County,"Political Party, Libertarian",06/26/2003,04/13/2005,Amendment,2891
Libertarian Party of Multnomah County,"Political Party, Libertarian",10/29/2001,06/25/2003,Amendment,2891
Libertarian Party of Multnomah County,"Political Party, Libertarian",11/16/2000,10/28/2001,Amendment,2891
Libertarian Party of Multnomah County,"Political Party, Libertarian",06/03/1999,11/15/2000,Amendment,2891
Libertarian Party of Multnomah County,"Political Party, Libertarian",12/31/1997,06/02/1999,Original,2891
Linn County Democratic Central Committee,"Political Party, Democrat",12/05/2017,,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",12/02/2017,12/05/2017,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",03/09/2017,12/02/2017,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",02/08/2017,03/09/2017,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",08/18/2014,02/08/2017,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",12/01/2013,08/18/2014,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",09/15/2012,12/01/2013,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",12/19/2011,09/15/2012,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",05/20/2011,12/19/2011,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",10/25/2009,05/20/2011,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",08/11/2009,10/24/2009,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",08/10/2009,08/10/2009,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",07/29/2009,08/09/2009,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",02/05/2009,07/28/2009,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",01/28/2009,02/04/2009,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",01/08/2009,01/27/2009,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",02/01/2008,01/07/2009,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",10/23/2007,01/31/2008,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",01/29/2007,10/22/2007,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",01/22/2007,01/28/2007,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",08/02/2006,01/21/2007,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",09/12/2005,08/01/2006,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",08/03/2004,09/11/2005,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",04/30/2004,08/02/2004,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",03/27/2003,04/29/2004,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",04/09/1998,03/26/2003,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",01/10/1997,04/08/1998,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",12/20/1994,01/09/1997,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",02/03/1994,12/19/1994,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",12/30/1993,02/02/1994,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",11/24/1987,12/29/1993,Amendment,328
Linn County Democratic Central Committee,"Political Party, Democrat",10/05/1983,11/23/1987,Original,328
Local #1159 FirePAC,Miscellaneous,05/22/2017,,Amendment,229
Local #1159 FirePAC,Miscellaneous,01/21/2014,05/22/2017,Amendment,229
Local #1159 FirePAC,Miscellaneous,03/09/2011,01/21/2014,Amendment,229
Local #1159 FirePAC,Miscellaneous,03/09/2011,03/09/2011,Amendment,229
Local #1159 FirePAC,Measure Supports Measure 3-274 - 2007 Supports Measure 3-278 - 2007,10/11/2007,03/09/2011,Amendment,229
Local #1159 FirePAC,Measure Supports Measure 3-274 - 2007 Supports Measure 3-278 - 2007,10/02/2007,10/10/2007,Amendment,229
Local #1159 FirePAC,Miscellaneous,04/12/2006,10/01/2007,Amendment,229
IAFF Local #1159 Fire PAC,Miscellaneous,04/26/2000,04/11/2006,Amendment,229
IAFF Local #1159 Fire PAC,Miscellaneous,05/11/1998,04/25/2000,Amendment,229
IAFF Local #1159 Fire PAC,Miscellaneous,03/26/1996,05/10/1998,Amendment,229
IAFF Local #1159 Fire PAC,Measure Supports Measure 24 - 1996,12/26/1995,03/25/1996,Amendment,229
IAFF Local 1159 Fire PAC,Miscellaneous,10/30/1995,12/25/1995,Amendment,229
Professional Fire Fighters of Clackamas County,Miscellaneous,07/14/1992,10/29/1995,Amendment,229
Local 1159 FirePAC,Miscellaneous,06/09/1992,07/13/1992,Amendment,229
Professional Fire Fighters of Clackamas County Local 1159 Fire PAC,Miscellaneous,07/01/1988,06/08/1992,Original,229
Local 48 Electricians PAC,Miscellaneous,01/03/2017,,Amendment,4572
Local 48 Electricians PAC,Miscellaneous,04/27/2016,01/03/2017,Amendment,4572
Local 48 Electricians PAC,Miscellaneous,04/29/2013,04/27/2016,Amendment,4572
Local 48 Electricians PAC,Miscellaneous,04/05/2011,04/29/2013,Amendment,4572
Local 48 Electricians PAC,Miscellaneous,06/26/2008,04/05/2011,Amendment,4572
Local 48 Electricians PAC,Miscellaneous,11/01/2007,06/25/2008,Amendment,4572
Local 48 Electricians PAC,Miscellaneous,03/28/2006,10/31/2007,Amendment,4572
IBEW 48 Electricians PAC,Miscellaneous,12/21/2004,03/27/2006,Amendment,4572
IBEW 48 Electricians' PAC,Miscellaneous,08/10/2004,12/20/2004,Amendment,4572
IBEW 48 Electricians' PAC,Miscellaneous,02/03/2003,08/09/2004,Original,4572
Mid-Valley Affordable Housing Coalition,Miscellaneous,02/01/2018,,Amendment,2070
Mid-Valley Affordable Housing Coalition,Miscellaneous,12/06/2016,02/01/2018,Amendment,2070
Mid-Valley Affordable Housing Coalition,Miscellaneous,03/31/2014,12/06/2016,Amendment,2070
Mid-Valley Affordable Housing Coalition,Miscellaneous,03/11/2011,03/31/2014,Amendment,2070
Mid-Valley Affordable Housing Coalition,Miscellaneous,03/11/2011,03/11/2011,Amendment,2070
Mid-Valley Affordable Housing Coalition,Miscellaneous,12/07/2009,03/11/2011,Amendment,2070
Mid-Valley Affordable Housing Coalition,Miscellaneous,11/10/2008,12/06/2009,Amendment,2070
Mid-Valley Affordable Housing Coalition,Miscellaneous,09/19/2007,11/09/2008,Amendment,2070
Mid-Valley Affordable Housing Coalition,Miscellaneous,09/30/2002,09/18/2007,Amendment,2070
Mid-Valley Affordable Housing Coalition,Miscellaneous,07/18/1996,09/29/2002,Amendment,2070
Mid-Valley Affordable Housing,Miscellaneous,12/05/1994,07/17/1996,Original,2070
Northwest Grocery Assoc. PAC,Miscellaneous,10/26/2016,,Amendment,152
Northwest Grocery Assoc. PAC,Miscellaneous,10/26/2016,10/26/2016,Amendment,152
Northwest Grocery Assoc. PAC,Miscellaneous,04/26/2012,10/26/2016,Amendment,152
Northwest Grocery Assoc. PAC,Miscellaneous,04/24/2012,04/26/2012,Amendment,152
Oregon Local Grocery Committee,Miscellaneous,02/14/2011,04/24/2012,Amendment,152
Oregon Local Grocery Committee,Miscellaneous,11/09/2009,02/14/2011,Amendment,152
Oregon Local Grocery Committee,Miscellaneous,01/15/2008,11/08/2009,Amendment,152
Oregon Local Grocery Committee,Miscellaneous,09/26/2007,01/14/2008,Amendment,152
Oregon Local Grocery Committee,Miscellaneous,03/20/2006,09/25/2007,Amendment,152
Oregon Local Grocery Committee,Miscellaneous,03/23/2004,03/19/2006,Amendment,152
Oregon Local Grocery Committee,Miscellaneous,03/08/2004,03/22/2004,Amendment,152
Oregon Grocery Industry Association PAC,Miscellaneous,10/26/2000,03/07/2004,Amendment,152
Oregon Grocery Industry Assoc PAC,Miscellaneous,08/12/1999,10/25/2000,Amendment,152
Oregon Grocery Industry Assoc PAC,Miscellaneous,10/07/1996,08/11/1999,Amendment,152
Oregon Grocery PAC,Miscellaneous,06/19/1996,10/06/1996,Amendment,152
Oregon Food Industries PAC,Miscellaneous,10/20/1995,06/18/1996,Amendment,152
Oregon Food Industries PAC,Miscellaneous,12/26/1990,10/19/1995,Amendment,152
Oregon Food Industries PAC,Miscellaneous,03/10/1989,12/25/1990,Amendment,152
Oregon Food Industries PAC,Miscellaneous,12/12/1986,03/09/1989,Amendment,152
Oregon Food PAC,Miscellaneous,03/06/1986,12/11/1986,Amendment,152
Oregon Food PAC,Miscellaneous,10/09/1985,03/05/1986,Original,152
"NWOregon Labor Council, Comm on Pol Ed Dept",Miscellaneous,11/01/2012,,Amendment,108
"NWOregon Labor Council, Comm on Pol Ed Dept",Miscellaneous,07/15/2011,11/01/2012,Amendment,108
"NWOregon Labor Council, Comm on Pol Ed Dept",Miscellaneous,09/08/2009,07/15/2011,Amendment,108
Northwest Oregon Labor Council AFL-CIO,Miscellaneous,04/28/2008,09/07/2009,Amendment,108
Northwest Oregon Labor Council AFL-CIO,Miscellaneous,02/25/2008,04/27/2008,Amendment,108
Northwest Oregon Labor Council AFL-CIO,Miscellaneous,02/22/2008,02/24/2008,Amendment,108
Northwest Oregon Labor Council AFL-CIO,Miscellaneous,04/21/2004,02/21/2008,Amendment,108
Northwest Oregon Labor Council AFL-CIO,Miscellaneous,05/13/1998,04/20/2004,Amendment,108
Northwest Oregon Labor Council AFL-CIO,Miscellaneous,10/12/1995,05/12/1998,Amendment,108
Northwest Oregon Labor Council AFL-CIO,Miscellaneous,08/03/1990,10/11/1995,Amendment,108
Northwest Oregon Labor Council AFL-CIO Committee on Political Education,Miscellaneous,03/07/1989,08/02/1990,Amendment,108
Northwest Oregon Labor Council AFL-CIO Committee on Political Education,Miscellaneous,04/27/1987,03/06/1989,Amendment,108
Northwest Oregon Labor Council AFL-CIO Committee on Political Education,Miscellaneous,01/28/1986,04/26/1987,Amendment,108
Northwest Oregon Labor Council AFL-CIO Committee on Political Education,Miscellaneous,09/04/1985,01/27/1986,Original,108
Oregon Family Farm Association PAC,Miscellaneous,01/22/2017,,Amendment,3597
Oregon Family Farm Association PAC,Miscellaneous,11/12/2016,01/22/2017,Amendment,3597
Oregon Family Farm Association PAC,Miscellaneous,01/08/2014,11/12/2016,Amendment,3597
Oregon Family Farm Association PAC,Miscellaneous,09/04/2012,01/08/2014,Amendment,3597
Oregon Family Farm Association PAC,Miscellaneous,08/30/2012,09/04/2012,Amendment,3597
Oregon Family Farm Association PAC,Miscellaneous,06/10/2010,08/30/2012,Amendment,3597
Oregon Family Farm Association PAC,Miscellaneous,05/30/2010,06/10/2010,Amendment,3597
Oregon Family Farm Association PAC,Miscellaneous,04/30/2010,05/30/2010,Amendment,3597
Oregon Family Farm Association PAC,Miscellaneous,01/09/2008,04/30/2010,Amendment,3597
Oregon Family Farm Association PAC,Miscellaneous,10/21/2007,01/08/2008,Amendment,3597
Oregon Family Farm Association PAC,Miscellaneous,10/15/2007,10/20/2007,Amendment,3597
Oregon Family Farm Association PAC,Miscellaneous,08/24/2007,10/14/2007,Amendment,3597
Oregon Family Farm Association PAC,Miscellaneous,10/13/2006,08/23/2007,Amendment,3597
Oregon Family Farm Association PAC,Miscellaneous,01/03/2006,10/12/2006,Amendment,3597
Oregon Family Farm Association PAC,Miscellaneous,09/04/2003,01/02/2006,Amendment,3597
Oregon Family Farm Association PAC,Miscellaneous,03/21/2002,09/03/2003,Amendment,3597
Oregon Family Farm Association PAC,Miscellaneous,10/23/2000,03/20/2002,Amendment,3597
Oregon Family Farm PAC,Miscellaneous,07/03/2000,10/22/2000,Amendment,3597
Oregon Family Farm PAC,Miscellaneous,12/02/1999,07/02/2000,Original,3597
Oregon Fuels Association PAC,Miscellaneous,09/21/2017,,Amendment,2717
Oregon Fuels Association PAC,Miscellaneous,04/21/2016,09/21/2017,Amendment,2717
Oregon Fuels Association PAC,Miscellaneous,03/15/2016,04/21/2016,Amendment,2717
Oregon Fuels Association PAC,Miscellaneous,03/15/2016,03/15/2016,Amendment,2717
Oregon Fuels Association PAC,Miscellaneous,09/03/2015,03/15/2016,Amendment,2717
Oregon Fuels Association PAC,Miscellaneous,08/06/2014,09/03/2015,Amendment,2717
Oregon Petroleum Association PAC,Miscellaneous,07/23/2013,08/06/2014,Amendment,2717
Oregon Petroleum Association PAC,Miscellaneous,03/26/2012,07/23/2013,Amendment,2717
Oregon Petroleum Association PAC,Miscellaneous,05/18/2010,03/26/2012,Amendment,2717
Oregon Petroleum Association PAC,Miscellaneous,08/18/2009,05/18/2010,Amendment,2717
Oregon Petroleum Association PAC,Miscellaneous,08/17/2009,08/17/2009,Amendment,2717
Oregon Petroleum Association PAC,Miscellaneous,04/13/2009,08/16/2009,Amendment,2717
Oregon Petroleum Association PAC,Miscellaneous,04/01/2008,04/12/2009,Amendment,2717
Oregon Petroleum Association PAC,Miscellaneous,11/12/2007,03/31/2008,Amendment,2717
Oregon Petroleum Association PAC,Miscellaneous,10/05/2007,11/11/2007,Amendment,2717
Oregon Petroleum Association PAC,Miscellaneous,01/25/2007,10/04/2007,Amendment,2717
Oregon Petroleum Association PAC,Miscellaneous,01/12/2006,01/24/2007,Amendment,2717
Oregon Petroleum Marketers Association PAC,Miscellaneous,08/26/2003,01/11/2006,Amendment,2717
Oregon Petroleum Marketers Association PAC,Miscellaneous,08/19/1999,08/25/2003,Amendment,2717
Oregon Petroleum Marketers Association PAC,Miscellaneous,12/02/1998,08/18/1999,Amendment,2717
Oregon Petroleum Marketers Association PAC,Miscellaneous,08/18/1997,12/01/1998,Original,2717
Oregon League of Conservation Voters PAC,Miscellaneous,09/02/2016,,Amendment,2352
Oregon League of Conservation Voters PAC,Miscellaneous,09/09/2014,09/02/2016,Amendment,2352
Oregon League of Conservation Voters PAC,Miscellaneous,09/03/2014,09/09/2014,Amendment,2352
Oregon League of Conservation Voters PAC,Miscellaneous,07/23/2014,09/03/2014,Amendment,2352
Oregon League of Conservation Voters PAC,Miscellaneous,10/30/2013,07/23/2014,Amendment,2352
Oregon League of Conservation Voters PAC,Miscellaneous,08/29/2013,10/30/2013,Amendment,2352
Oregon League of Conservation Voters PAC,Miscellaneous,10/01/2012,08/29/2013,Amendment,2352
Oregon League of Conservation Voters PAC,Miscellaneous,03/30/2011,10/01/2012,Amendment,2352
Oregon League of Conservation Voters PAC,Miscellaneous,01/26/2010,03/30/2011,Amendment,2352
Oregon League of Conservation Voters PAC,Miscellaneous,01/27/2009,01/26/2010,Amendment,2352
Oregon League of Conservation Voters PAC,Miscellaneous,05/13/2008,01/26/2009,Amendment,2352
Oregon League of Conservation Voters PAC,Miscellaneous,02/29/2008,05/12/2008,Amendment,2352
Oregon League of Conservation Voters PAC,Miscellaneous,01/03/2008,02/28/2008,Amendment,2352
Oregon League of Conservation Voters PAC,Miscellaneous,09/17/2007,01/02/2008,Amendment,2352
Oregon League of Conservation Voters PAC,Miscellaneous,02/20/2007,09/16/2007,Amendment,2352
Oregon League of Conservation Voters PAC,Miscellaneous,09/26/2006,02/19/2007,Amendment,2352
Oregon League of Conservation Voters PAC,Miscellaneous,06/02/2006,09/25/2006,Amendment,2352
Oregon League of Conservation Voters PAC,Miscellaneous,03/30/2006,06/01/2006,Amendment,2352
Oregon League of Conservation Voters PAC,Miscellaneous,03/03/2004,03/29/2006,Amendment,2352
Oregon League of Conservation Voters PAC,Miscellaneous,01/07/2000,03/02/2004,Amendment,2352
Oregon League of Conservation Voters State PAC,Miscellaneous,02/25/1998,01/06/2000,Amendment,2352
Oregon League of Conservation Voters State PAC,Miscellaneous,05/10/1996,02/24/1998,Amendment,2352
Oregon League of Conservation Voters State PAC,Miscellaneous,02/21/1996,05/09/1996,Original,2352
Oregon Medical PAC,Miscellaneous,12/12/2017,,Amendment,171
Oregon Medical PAC,Miscellaneous,07/28/2015,12/12/2017,Amendment,171
Oregon Medical PAC,Miscellaneous,04/23/2015,07/28/2015,Amendment,171
Oregon Medical PAC,Miscellaneous,05/17/2013,04/23/2015,Amendment,171
Oregon Medical PAC,Miscellaneous,05/16/2013,05/17/2013,Amendment,171
Oregon Medical PAC,Miscellaneous,04/11/2013,05/16/2013,Amendment,171
Oregon Medical PAC,Miscellaneous,03/11/2011,04/11/2013,Amendment,171
Oregon Medical PAC,Miscellaneous,09/14/2009,03/11/2011,Amendment,171
Oregon Medical PAC,Miscellaneous,10/23/2008,09/13/2009,Amendment,171
Oregon Medical PAC,Miscellaneous,03/31/2008,10/22/2008,Amendment,171
Oregon Medical PAC,Miscellaneous,01/21/2008,03/30/2008,Amendment,171
Oregon Medical PAC,Miscellaneous,05/17/2006,01/20/2008,Amendment,171
Oregon Medical Political Action Committee,Miscellaneous,12/16/2005,05/16/2006,Amendment,171
Oregon Medical Political Action Committee,Miscellaneous,11/17/2004,12/15/2005,Amendment,171
Oregon Medical Political Action Committee,Miscellaneous,02/11/2000,11/16/2004,Amendment,171
Oregon Medical Political Action Committee,Miscellaneous,11/03/1997,02/10/2000,Amendment,171
Oregon Medical Political Action Committee,Miscellaneous,10/19/1995,11/02/1997,Amendment,171
Oregon Medical Political Action Committee,Miscellaneous,10/05/1983,10/18/1995,Original,171
Oregon Neighborhood Store Association Political Action Committee,Miscellaneous,04/10/2008,,Amendment,3428
Oregon Neighborhood Store Association Political Action Committee,Miscellaneous,02/13/2008,04/09/2008,Amendment,3428
Oregon Neighborhood Store Association Political Action Committee,Miscellaneous,09/20/2007,02/12/2008,Amendment,3428
Oregon Neighborhood Store Association Political Action Committee,Miscellaneous,09/17/2002,09/19/2007,Amendment,3428
Oregon Neighborhood Store Association Political Action Committee,Measure Opposes Measure 20 - 2002,08/09/2002,09/16/2002,Amendment,3428
Oregon Neighborhood Store Association Political Action Committee,Miscellaneous,07/27/1999,08/08/2002,Original,3428
Oregon PA (Physician Assistants) PAC,Miscellaneous,03/04/2015,,Amendment,4939
Oregon PA (Physician Assistants) PAC,Miscellaneous,03/01/2013,03/04/2015,Amendment,4939
Oregon PA (Physician Assistants) PAC,Miscellaneous,03/11/2011,03/01/2013,Amendment,4939
Oregon PA (Physician Assistants) PAC,Miscellaneous,02/07/2011,03/11/2011,Amendment,4939
Oregon PA (Physician Assistants) PAC,Miscellaneous,01/07/2011,02/07/2011,Amendment,4939
Oregon PA (Physician Assistants) PAC,Miscellaneous,01/09/2008,01/07/2011,Amendment,4939
Oregon PA (Physician Assistants) PAC,Miscellaneous,10/11/2007,01/08/2008,Amendment,4939
Oregon PA (Physician Assistants) PAC,Miscellaneous,01/12/2007,10/10/2007,Amendment,4939
Oregon PA (Physician Assistants) PAC,Miscellaneous,04/18/2006,01/11/2007,Amendment,4939
Oregon PA (Physician Assistants) PAC,Miscellaneous,01/17/2006,04/17/2006,Amendment,4939
Oregon Pa PAC,Miscellaneous,12/27/2005,01/16/2006,Amendment,4939
Oregon Pa PAC,Miscellaneous,11/10/2005,12/26/2005,Amendment,4939
Oregon Pa PAC,Miscellaneous,04/26/2004,11/09/2005,Original,4939
Oregon Podiatry Political Action Committee,Miscellaneous,08/18/2017,,Amendment,182
Oregon Podiatry Political Action Committee,Miscellaneous,04/15/2014,08/18/2017,Amendment,182
Oregon Podiatry Political Action Committee,Miscellaneous,12/09/2009,04/15/2014,Amendment,182
Oregon Podiatry Political Action Committee,Miscellaneous,08/14/2008,12/08/2009,Amendment,182
Oregon Podiatry Political Action Committee,Miscellaneous,10/01/2007,08/13/2008,Amendment,182
Oregon Podiatry Political Action Committee,Miscellaneous,01/25/2007,09/30/2007,Amendment,182
Oregon Podiatry Political Action Committee,Miscellaneous,12/17/2004,01/24/2007,Amendment,182
Oregon Podiatry Political Action Committee,Miscellaneous,12/04/2000,12/16/2004,Amendment,182
Oregon Podiatry Political Action Committee,Miscellaneous,11/30/1995,12/03/2000,Amendment,182
Oregon Podiatry Political Action Committee,Miscellaneous,10/22/1990,11/29/1995,Amendment,182
